Level	Rule Name	Subject	Property	Value
WARN	annotation_whitespace	human social role	definition editor	"Mathias Brochhausen
@en"
WARN	annotation_whitespace	human health care role	definition	A role in human social processes that is realized by health care processes such as seeking or providing treatment for disease and injury, diagnosing disease and injury, or undergoing diagnosis. @en
WARN	annotation_whitespace	health care provider role	definition editor	"Mathias Brochhausen
@en"
WARN	annotation_whitespace	obsolete is-aggregate-of	rdfs:comment	"We anticipate BFO 2.0 including and defining this relation.  When it does, we will obsolete this property and declare it equivalent to the BFO 2.0 relation.
@en"
WARN	annotation_whitespace	aggregate of objectual organisms	rdfs:comment	Any arbitrary collection of organisms.  They need not be of the same taxonomic class.  @en
WARN	annotation_whitespace	obsolete geopolitical dependency	rdfs:comment	Typically, the common feature is that the dependency does not conduct foreign affairs, and relegates this authority to the sovereign state.  BUt otherwise, it is largely or completely autonomous relative to the administrative subdivisions.  Examples include Puerto Rico (U.S.), Guam (U.S.), Greenland (Denmark), French Polynesia (France), and Falkland Islands (United Kingdom). @en
WARN	annotation_whitespace	aggregate of organizations	rdfs:comment	It is often convenient to group organizations together that otherwise might not even interact with one another. @en
WARN	annotation_whitespace	obsolete aggregate of geopoli organizations	definition editor	"William R. Hogan
@en"
WARN	annotation_whitespace	architectural structure	rdfs:comment	"\""Building\"" is a subclass of this. @en"
WARN	annotation_whitespace	concretizes	rdfs:comment	It is recommended to not use this if possible in OMRSE.  According to OntoBee this relation has been obsoleted and replaced with 'concretization of at all times'.  As of Dec. 2, 2013 iao-main still uses this relation.  @en
WARN	annotation_whitespace	axiom holds for all times	definition	"<## ElucidationThis is used when the statement/axiom is assumed to hold true 'eternally'## How to interpret (informal)First the \""atemporal\"" FOL is derived from the OWL using the standardinterpretation. This axiom is temporalized by embedding the axiomwithin a for-all-times quantified sentence. The t argument is added toall instantiation predicates and predicates that use this relation.## Example Class: nucleus SubClassOf: part_of some cell forall t : forall n : instance_of(n,Nucleus,t) implies exists c : instance_of(c,Cell,t) part_of(n,c,t)## NotesThis interpretation is *not* the same as an at-all-times relation>"
WARN	annotation_whitespace	relation has no temporal argument	definition	<## ElucidationThis is used when the first-order logic form of the relation isbinary, and takes no temporal argument.## Example: Class: limb SubClassOf: develops_from some lateral-plate-mesoderm forall t, t2: forall x : instance_of(x,Limb,t) implies exists y : instance_of(y,LPM,t2) develops_from(x,y)>
WARN	duplicate_exact_synonym	author summary section	alternative term	summary@en
WARN	duplicate_exact_synonym	conclusion section	alternative term	summary@en
WARN	missing_definition	http://example.com/bfo-spec-label	definition	
WARN	missing_definition	is aggregate of	definition	
WARN	missing_definition	immaterial entity	definition	
WARN	missing_definition	Anatomical cluster	definition	
WARN	missing_definition	vocal fold	definition	
WARN	missing_definition	Subdivision of larynx	definition	
WARN	missing_definition	Heterogeneous cluster	definition	
WARN	missing_definition	Anatomical structure	definition	
WARN	missing_definition	Material anatomical entity	definition	
WARN	missing_definition	has measurement value	definition	
WARN	missing_definition	has measurement unit label	definition	
WARN	missing_definition	contour plot	definition	
WARN	missing_definition	has curation status	definition	
WARN	missing_definition	has x coordinate value	definition	
WARN	missing_definition	has z coordinate value	definition	
WARN	missing_definition	has y coordinate value	definition	
WARN	missing_definition	has coordinate unit label	definition	
WARN	missing_definition	first order logic expression	definition	
WARN	missing_definition	email address	definition	
WARN	missing_definition	time stamped measurement datum	definition	
WARN	missing_definition	portion of energy	definition	
WARN	missing_definition	IUI	definition	
WARN	missing_definition	ontology module	definition	
WARN	missing_definition	taxonomic bridge ontology module	definition	
WARN	missing_definition	ontology module subsetted by expressivity	definition	
WARN	missing_definition	ontology module subsetted by OWL profile	definition	
WARN	missing_definition	EL++ ontology module	definition	
WARN	missing_definition	Homo sapiens	definition	
WARN	missing_definition	is_specified_input_of	definition	
WARN	missing_definition	has organization member	definition	
WARN	missing_definition	party to a legal entity	definition	
WARN	missing_definition	party to a legal proceeding	definition	
WARN	missing_definition	party to a legal agreement	definition	
WARN	missing_definition	party to a marriage contract	definition	
WARN	missing_definition	party to a power of attorney	definition	
WARN	missing_definition	person health care provider role	definition	
WARN	missing_definition	intravenous drug user	definition	
WARN	missing_definition	material entity role	definition	
WARN	missing_definition	organism role	definition	
WARN	missing_definition	Homo sapiens role	definition	
WARN	missing_definition	organization role	definition	
WARN	missing_definition	school role	definition	
WARN	missing_definition	nursery school role	definition	
WARN	missing_definition	primary school role	definition	
WARN	missing_definition	secondary school role	definition	
WARN	missing_definition	is administered by	definition	
WARN	missing_definition	is enrolled in school	definition	
WARN	missing_definition	is admitted to hospital	definition	
WARN	missing_definition	workplace facility	definition	
WARN	missing_definition	enrollment end date	definition	
WARN	missing_definition	age measurement datum	definition	
WARN	missing_definition	payer role	definition	
WARN	missing_definition	party to an insurance policy	definition	
WARN	missing_definition	enrollment start date	definition	
WARN	missing_definition	racial identification process	definition	
WARN	missing_definition	ethnic identification process	definition	
WARN	missing_definition	health care facility	definition	
WARN	missing_definition	skilled nursing facility	definition	
WARN	missing_definition	overnight dialysis facility	definition	
WARN	missing_definition	physician office facility	definition	
WARN	missing_definition	ambulatory surgery facility	definition	
WARN	missing_definition	urgent care facility	definition	
WARN	missing_definition	urgent care function	definition	
WARN	missing_definition	ambulatory surgery function	definition	
WARN	missing_definition	hospice function	definition	
WARN	missing_definition	emergency department function	definition	
WARN	missing_definition	physician office function	definition	
WARN	missing_definition	outpatient clinic function	definition	
WARN	missing_definition	overnight dialysis function	definition	
WARN	missing_definition	rehabilitation function	definition	
WARN	missing_definition	skilled nursing function	definition	
WARN	missing_definition	residential function	definition	
WARN	missing_definition	nursing home function	definition	
WARN	missing_definition	OMB racial identification process	definition	
WARN	missing_definition	identification process	definition	
WARN	missing_definition	gender identification process	definition	
WARN	missing_definition	date	definition	
WARN	missing_definition	time of day	definition	
WARN	missing_definition	surgeon role	definition	
WARN	missing_definition	household identifier	definition	
WARN	missing_definition	adult foster home function	definition	
WARN	missing_definition	registered nurse role	definition	
WARN	missing_definition	skilled nursing encounter	definition	
WARN	missing_definition	assistance with activities of daily living care encounter	definition	
WARN	missing_definition	assistance with instrumental activities of daily living encounter	definition	
WARN	missing_definition	medication assistance care encounter	definition	
WARN	missing_definition	assisted living function	definition	
WARN	missing_definition	acute care encounter	definition	
WARN	missing_definition	leaving a health care facility after receiving care	definition	
WARN	missing_definition	response to a question asking process	definition	
WARN	missing_definition	home health care organization	definition	
WARN	missing_definition	home health care function	definition	
WARN	missing_definition	home health care encounter	definition	
WARN	missing_definition	provides service	definition	
WARN	missing_definition	palliative function	definition	
WARN	missing_definition	palliative care encounter	definition	
WARN	missing_definition	hospice organization	definition	
WARN	missing_definition	health care function	definition	
WARN	missing_definition	refusal to answer datum	definition	
WARN	missing_definition	response to an identity question asking process	definition	
WARN	missing_definition	answer to identity question	definition	
WARN	missing_definition	answer set	definition	
WARN	missing_definition	question text	definition	
WARN	missing_definition	option as member of some answer set	definition	
WARN	missing_definition	employment data item	definition	
WARN	missing_definition	income data item	definition	
WARN	missing_definition	government assistance health care plan data item	definition	
WARN	missing_definition	health care plan data item	definition	
WARN	missing_definition	government assistance income data item	definition	
WARN	missing_definition	WIC data item	definition	
WARN	missing_definition	socio-economic data item	definition	
WARN	missing_definition	ISO 639-1 code	definition	
WARN	missing_definition	ISO 639-2/B code	definition	
WARN	missing_definition	ISO 639-2/T code	definition	
WARN	missing_definition	OMRSE:00002028	definition	
WARN	missing_definition	higher education program	definition	
WARN	missing_definition	OOSTT user-centered description	definition	
WARN	missing_definition	disposition of	definition	
WARN	missing_definition	temporal interpretation	definition	
WARN	missing_definition	before or simultaneous with	definition	
WARN	missing_definition	before	definition	
WARN	missing_definition	temporally related to	definition	
WARN	missing_definition	obo:iao/d-acts.owl	definition	
WARN	missing_definition	obo:iao/pno.owl	definition	
WARN	missing_definition	pressure	definition	
WARN	missing_definition	oboInOwl:DbXref	definition	
WARN	missing_definition	oboInOwl:Definition	definition	
WARN	missing_definition	Obsolete Class	definition	
WARN	missing_definition	oboInOwl:Subset	definition	
WARN	missing_definition	oboInOwl:Synonym	definition	
WARN	missing_definition	oboInOwl:SynonymType	definition	
WARN	missing_definition	in_subset	definition	
WARN	missing_definition	shorthand	definition	
WARN	missing_obsolete_label	other	label	other@en
WARN	missing_obsolete_label	obsolete is-aggregate-of	label	is-aggregate-of
WARN	missing_obsolete_label	is-component-of-aggregate	label	is-component-of-aggregate
WARN	missing_obsolete_label	questions asking process	label	questions asking process@en
WARN	missing_obsolete_label	material information bearer of question text plus answer set	label	material information bearer of question text plus answer set@en
WARN	missing_obsolete_label	identity question asking process	label	identity question asking process@en
WARN	missing_obsolete_label	ethnic identity question asking process	label	ethnic identity question asking process@en
WARN	missing_obsolete_label	race identity question asking process	label	race identity question asking process@en
INFO	lowercase_definition	independent continuant	definition	<b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en>
INFO	lowercase_definition	process	definition	<p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en>
INFO	lowercase_definition	disposition	elucidation	<b is a disposition means: b is a realizable entity & b’s bearer is some material entity & b is such that if it ceases to exist, then its bearer is physically changed, & b’s realization occurs when and because this bearer is in some special physical circumstances, & this realization occurs in virtue of the bearer’s physical make-up. (axiom label in BFO2 Reference: [062-002])@en>
INFO	lowercase_definition	quality	elucidation	<a quality is a specifically dependent continuant that, in contrast to roles and dispositions, does not require any further process in order to be realized. (axiom label in BFO2 Reference: [055-001])@en>
INFO	lowercase_definition	specifically dependent continuant	definition	<b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1 i &lt; j n, ci and cj share no common parts, are such that for each 1 i n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en>
INFO	lowercase_definition	specifically dependent continuant	definition	<b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en>
INFO	lowercase_definition	role	elucidation	<b is a role means: b is a realizable entity & b exists because there is some single bearer that is in some special physical, social, or institutional set of circumstances in which this bearer does not have to be& b is not such that, if it ceases to exist, then the physical make-up of the bearer is thereby changed. (axiom label in BFO2 Reference: [061-001])@en>
INFO	lowercase_definition	fiat object part	elucidation	<b is a fiat object part = Def. b is a material entity which is such that for all times t, if b exists at t then there is some object c such that b proper continuant_part of c at t and c is demarcated from the remainder of c by a two-dimensional continuant fiat boundary. (axiom label in BFO2 Reference: [027-004])@en>
INFO	lowercase_definition	object aggregate	elucidation	<b is an object aggregate means: b is a material entity consisting exactly of a plurality of objects as member_parts at all times at which b exists. (axiom label in BFO2 Reference: [025-004])@en>
INFO	lowercase_definition	site	elucidation	<b is a site means: b is a three-dimensional immaterial entity that is (partially or wholly) bounded by a material entity or it is a three-dimensional immaterial part thereof. (axiom label in BFO2 Reference: [034-002])@en>
INFO	lowercase_definition	object	elucidation	<b is an object means: b is a material entity which manifests causal unity of one or other of the types CUn listed above & is of a type (a material universal) instances of which are maximal relative to this criterion of causal unity. (axiom label in BFO2 Reference: [024-001])@en>
INFO	lowercase_definition	generically dependent continuant	definition	<b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en>
INFO	lowercase_definition	process boundary	definition	<p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001])@en>
INFO	lowercase_definition	part of	definition	a core relation that holds between a part and its whole@en
INFO	lowercase_definition	has part	definition	a core relation that holds between a whole and its part@en
INFO	lowercase_definition	realized in	elucidation	<[copied from inverse property 'realizes'] to say that b realizes c at t is to assert that there is some material entity d & b is a process which has participant d at t & c is a disposition or role of which d is bearer_of at t& the type instantiated by b is correlated with the type instantiated by c. (axiom label in BFO2 Reference: [059-003])@en>
INFO	lowercase_definition	realizes	elucidation	<to say that b realizes c at t is to assert that there is some material entity d & b is a process which has participant d at t & c is a disposition or role of which d is bearer_of at t& the type instantiated by b is correlated with the type instantiated by c. (axiom label in BFO2 Reference: [059-003])@en>
INFO	lowercase_definition	occurs in	definition	b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	contains process	definition	[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	continuant fiat boundary	definition	<b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])@en>
INFO	lowercase_definition	one-dimensional continuant fiat boundary	elucidation	<a one-dimensional continuant fiat boundary is a continuous fiat line whose location is defined in relation to some material entity. (axiom label in BFO2 Reference: [032-001])@en>
INFO	lowercase_definition	process profile	definition	<b is a process_profile =Def. there is some process c such that b process_profile_of c (axiom label in BFO2 Reference: [093-002])@en>
INFO	lowercase_definition	process profile	elucidation	<b process_profile_of c holds when b proper_occurrent_part_of c& there is some proper_occurrent_part d of c which has no parts in common with b & is mutually dependent on b& is such that b, c and d occupy the same temporal region (axiom label in BFO2 Reference: [094-005])@en>
INFO	lowercase_definition	relational quality	definition	<b is a relational quality = Def. for some independent continuants c, d and for some time t: b quality_of c at t & b quality_of d at t. (axiom label in BFO2 Reference: [057-001])@en>
INFO	lowercase_definition	two-dimensional continuant fiat boundary	elucidation	<a two-dimensional continuant fiat boundary (surface) is a self-connected fiat surface whose location is defined in relation to some material entity. (axiom label in BFO2 Reference: [033-001])@en>
INFO	lowercase_definition	zero-dimensional continuant fiat boundary	elucidation	<a zero-dimensional continuant fiat boundary is a fiat point whose location is defined in relation to some material entity. (axiom label in BFO2 Reference: [031-001])@en>
INFO	lowercase_definition	conditional specification	definition	a directive information entity that specifies what should happen if the trigger condition is fulfilled@en
INFO	lowercase_definition	objective specification	definition	a directive information entity that describes an intended process endpoint. When part of a plan specification the concretization is realized in a planned process in which the bearer tries to effect the world so that the process endpoint is achieved.@en
INFO	lowercase_definition	action specification	definition	a directive information entity that describes an action the bearer will take@en
INFO	lowercase_definition	journal article	definition	a report that is published in a journal@en
INFO	lowercase_definition	obsolete_unit of measure	definition	a unit of measure is the quality of some material entity compared to which another quality is some multiple of.
INFO	lowercase_definition	data item	definition	a data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.@en
INFO	lowercase_definition	integer numeral	definition	a numeral that denotes an integer@en
INFO	lowercase_definition	scalar measurement datum	definition	a scalar measurement datum is a measurement datum that is composed of two parts, numerals and a unit label.@en
INFO	lowercase_definition	time trigger	definition	revisit?@en
INFO	lowercase_definition	rule	definition	a rule is an executable which guides, defines, restricts actions@en
INFO	lowercase_definition	report	definition	a document assembled by an author for the purpose of providing information for the audience. A report is the output of a documenting process and has the objective to be consumed by a specific audience. Topic of the report is on something that has completed. A report is not a single figure. Examples of reports are journal article, patent application, grant progress report, case report (not patient record)@en
INFO	lowercase_definition	data about an ontology part	definition	data about an ontology part is a data item about a part of an ontology, for example a term@en
INFO	lowercase_definition	definition source	definition	<formal citation, e.g. identifier in external database to indicate / attribute source(s) for the definition. Free text indicate / attribute source(s) for the definition. EXAMPLE: Author Name, URI, MeSH Term C04, PUBMED ID, Wiki uri on 31.01.2007@en>
INFO	lowercase_definition	organizational term	definition	term created to ease viewing/sort terms for development purpose, and will not be included in a release@en
INFO	lowercase_definition	obsolete_specifically denotes	definition	"c specifically denotes r =def 
r is a portion of reality
& c is a particular quality
& c depends specifically on some independent continuant b 
& b acquired c as the result of the achievement of an objective to enable pointing to r repeatedly. 

Marked means there is a changed or additional quality of the bearer - the  quality is the information carrier.

Case 1
Memory trace as mark created when reading some description of some friend. The trace can denote.

Case 2
Pattern of ink arrayed on paper as mark when writing down a friend's name

Case 3
Pattern of magnetic domains on scattered pieces of a hard disk platter as mark when saving a file."
INFO	lowercase_definition	is about	definition	is_about is a (currently) primitive relation that relates an information artifact to an entity.@en
INFO	lowercase_definition	denotes	definition	<denotes is a primitive, instance-level, relation obtaining between an information content entity and some portion of reality. Denotation is what happens when someone creates an information content entity E in order to specifically refer to something. The only relation between E and the thing is that E can be used to 'pick out' the thing. This relation connects those two together. Freedictionary.com sense 3: To signify directly; refer to specifically@en>
INFO	lowercase_definition	is quality measurement of	definition	"m is a quality measurement of q at t when
q is a quality 
there is a measurement process p that has specified output m, a measurement datum, that is about q@en"
INFO	lowercase_definition	citation	definition	a textual entity intended to identify a particular publication@en
INFO	lowercase_definition	document part	definition	an information content entity that is part of a document@en
INFO	lowercase_definition	author list	definition	part of a document that enumerates the authors of the document@en
INFO	lowercase_definition	institution list	definition	part of a document that has parts that are institution identifications associated with the authors of the document@en
INFO	lowercase_definition	supplementary material to a document	definition	part of a document that is segregated from the rest of the document due to its size@en
INFO	lowercase_definition	is denotator type	definition	relates an class defined in an ontology, to the type of it's denotator
INFO	lowercase_definition	is duration of	definition	relates a process to a time-measurement-datum that represents the duration of the process@en
INFO	lowercase_definition	is quality measured as	definition	inverse of the relation of is quality measurement of@en
INFO	lowercase_definition	is quality specification of	definition	a relation between a data item and a quality of a material entity where the material entity is the specified output of a material transformation which achieves an objective specification that indicates the intended value of the specified quality.@en
INFO	lowercase_definition	quality is specified as	definition	inverse of the relation of is quality specification of@en
INFO	lowercase_definition	antisymmetric property	definition	<use boolean value xsd:true to indicate that the property is an antisymmetric property@en>
INFO	lowercase_definition	data item extraction from journal article	definition	a planned process in which journal articles are read or processed and data items are extracted, typically for further analysis or indexing
INFO	lowercase_definition	documenting	definition	a planned process in which a document is created or added to by including the specified input in it.@en
INFO	lowercase_definition	assigning a centrally registered identifier	definition	a planned process in which a new CRID is created, associated with an entity, and stored in the CRID registry thereby registering it as being associated with some entity@en
INFO	lowercase_definition	obsolete_establishing a CRID registry	definition	a planned process with the objective to establish a system that allows to refer to specific entities of a certain kind and store information about them, by establishing a CRID registry and plan specifications for the process of 1) assigning a CRID and 2) looking up a CRID.
INFO	lowercase_definition	has time stamp	definition	relates a time stamped measurement datum to the time measurement datum that denotes the time when the measurement was taken@en
INFO	lowercase_definition	has measurement datum	definition	relates a time stamped measurement datum to the measurement datum that was measured@en
INFO	lowercase_definition	software module	definition	 A software module is software composed of a collection of software methods.@en
INFO	lowercase_definition	software script	definition	" A software script is software whose instructions can be executed using a software 
interpreter.@en"
INFO	lowercase_definition	retired from use as of	definition	relates a class of CRID to the date after which further instances should not be made, according to the central authority
INFO	lowercase_definition	writing quality	definition	is a quality that is the concretization of graphemes and inheres in a material object.@en
INFO	lowercase_definition	writing bearer	definition	is a material information bearer that bears the concretization of graphemes.@en
INFO	lowercase_definition	utterance process	definition	is a planned process of making speech sounds which may or may not have an actual language involved. @en
INFO	lowercase_definition	obsolete_designates	definition	x designates y, if for any given group of language users, x is an information content entity, is about y, and represents y in a linguistic context..@en
INFO	lowercase_definition	is_borrowed_reference_to	definition	x is_borrowed_reference_for y, if x is a proper name that is used to refer to one individual among a specific group after the dubbing process took place.@en
INFO	lowercase_definition	is_fixing_reference_to	definition	x is_fixed_reference_for y, if x is an utterance or graphemes concretized as writing quality inhering in some independent continuant that is used to single out one individual and refer to the latter among a specific group after the.@en
INFO	lowercase_definition	is designated by	definition	p1 is designated by p2, if p2 is an information content entity that represents p1 in a linguistic context.@en
INFO	lowercase_definition	identity document	definition	a document that denotes some identity and is concretized by the bearer of some credential role@en
INFO	lowercase_definition	documented identity	definition	a documented identity is the aggregate of all data items about an entity.  Notice that a documented identity is not itself a document since a document is intended to be understood as a whole and data items about an individual are usually scattered across different documents.@en
INFO	lowercase_definition	credential role	definition	 a role that inheres in a concretization of an identity document and is realized by an authentication process@en
INFO	lowercase_definition	legally revokes	definition	"d socio-legally revokes s if s participates in d and at the end of d s no longer exists.
It is important to note that this going out of existence of s is complete and unlike the going out of existence for material entities which basically always are transformed into something else. After the declaration nothing is left of the socio-legal generically dependent continuant in question.@en"
INFO	lowercase_definition	obsolete_legally transfers	definition	d socio-legally transfers l if l participates in d and d has specified input  (concretization of l)1 and specified output  (concretization of l)2, where (concretization of l)1 and (concretization of l)2 are not identical.@en
INFO	lowercase_definition	medical intervention	definition	medical intervention is a planned process that has the goal of diagnosing, preventing or relieving illness or injury. 
INFO	lowercase_definition	medical procedure	definition	a medical intervention that refers to any series of pre-defined steps that should be followed to achieve a desired result.
INFO	lowercase_definition	investigation	definition	<a planned process that consists of parts: planning, study design execution, documentation and which produce conclusion(s).@en>
INFO	lowercase_definition	study design execution	definition	a planned process that carries out a study design
INFO	lowercase_definition	administrates	definition	a administrates b if c owns b and some rights and obligations grounded in the owning relation regarding b are transferred  from c to a.@en
INFO	lowercase_definition	is owned by	definition	a is owned by b if b has complete power over a. All rights and obligations of ownership are grounded in this (primitive) relation. The claims and obligations of ownership can be partially transferred to a third party by the owner, b.@en
INFO	lowercase_definition	obsolete intergovernmental organization	definition	an intergovernmental organization that has at least three member states, that has activies in at least three states, and that is unified by some formal intergovernmental agreement
INFO	lowercase_definition	obsolete nongovernmental organization	definition	a geopolitical organization that is voluntary and private, whose members are individual persons or organizations that come together to acheive a common purpose.@en
INFO	lowercase_definition	obsolete subnational entity	definition	a governmental organization that has a local, regional, or territorial government that recognizes a sovereign state as its higher political authority@en
INFO	lowercase_definition	workplace function	definition	a function inhering in a material entity that, if realized, is realized by that material entity being the site where the work of some organization is carried out@en
INFO	lowercase_definition	employer role	definition	a role in human social processes that is realized when the bearer provides a wage or salary in exchange for some labour or services as specified by some declaration@en
INFO	lowercase_definition	obsolete female gender identity datum	definition	a gender identity datum resulting from a gender identification process in which ‘female’ is selected based on the participant's subjective sense of gender@en
INFO	lowercase_definition	obsolete male gender identity datum	definition	a gender identity datum resulting from a gender identification process in which ‘male’ is selected based on the participant's subjective sense of gender@en
INFO	lowercase_definition	obsolete self-identity data item	definition	an identity datum that has been asserted by the person whom it is about@en
INFO	lowercase_definition	adult foster home facility	definition	a facility that is run by an adult foster home organization and is the bearer of an adult foster home organization@en
INFO	lowercase_definition	community living health care facility	definition	a health care facility that also bears a residence function and thus one in which the patients are also residents of the facility@en
INFO	lowercase_definition	post-acute health care encounter	definition	"temporally located after some acute care encounter
Somehow involves skilled nursing encounters@en"
INFO	lowercase_definition	information content entity-request process	definition	a communication in which some participant requests of some other participant an information content entity about some portion of reality@en
INFO	lowercase_definition	information content entity request about ethnic identity	definition	an information content entity-request process in which some participant requests of some other participant an information content entity that indicates the ethnic identity of that other participant@en
INFO	lowercase_definition	information content entity request about racial identity	definition	an information content entity-request process in which some participant requests of some other participant an information content entity that indicates the racial identity of that other participant@en
INFO	lowercase_definition	inheres in	definition	a relation between a specifically dependent continuant (the dependent) and an independent continuant (the bearer), in which the dependent specifically depends on the bearer for its existence@en
INFO	lowercase_definition	is bearer of	definition	a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence@en
INFO	lowercase_definition	participates in	definition	a relation between a continuant and a process, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	has_participant	definition	a relation between a process and a continuant, in which the continuant is somehow involved in the process@en
INFO	lowercase_definition	function of	definition	a relation between a function and an independent continuant (the bearer), in which the function specifically depends on the bearer for its existence@en
INFO	lowercase_definition	quality of	definition	a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence@en
INFO	lowercase_definition	role of	definition	a relation between a role and an independent continuant (the bearer), in which the role specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has function	definition	a relation between an independent continuant (the bearer) and a function, in which the function specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has quality	definition	a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has role	definition	a relation between an independent continuant (the bearer) and a role, in which the role specifically depends on the bearer for its existence@en
INFO	lowercase_definition	has disposition	definition	a relation between an independent continuant (the bearer) and a disposition, in which the disposition specifically depends on the bearer for its existence@en
INFO	lowercase_definition	derives from	definition	a relation between two distinct material entities, the new entity and the old entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity@en
INFO	lowercase_definition	derives into	definition	a relation between two distinct material entities, the old entity and the new entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity@en
INFO	lowercase_definition	location of	definition	a relation between two independent continuants, the location and the target, in which the target is entirely within the location@en
INFO	lowercase_definition	located in	definition	a relation between two independent continuants, the target and the location, in which the target is entirely within the location@en
INFO	lowercase_definition	axiom holds for all times	definition	"<## ElucidationThis is used when the statement/axiom is assumed to hold true 'eternally'## How to interpret (informal)First the \""atemporal\"" FOL is derived from the OWL using the standardinterpretation. This axiom is temporalized by embedding the axiomwithin a for-all-times quantified sentence. The t argument is added toall instantiation predicates and predicates that use this relation.## Example Class: nucleus SubClassOf: part_of some cell forall t : forall n : instance_of(n,Nucleus,t) implies exists c : instance_of(c,Cell,t) part_of(n,c,t)## NotesThis interpretation is *not* the same as an at-all-times relation>"
INFO	lowercase_definition	relation has no temporal argument	definition	<## ElucidationThis is used when the first-order logic form of the relation isbinary, and takes no temporal argument.## Example: Class: limb SubClassOf: develops_from some lateral-plate-mesoderm forall t, t2: forall x : instance_of(x,Limb,t) implies exists y : instance_of(y,LPM,t2) develops_from(x,y)>
INFO	lowercase_definition	2D boundary of	definition	a relation between a 2D immaterial entity (the boundary) and a material entity, in which the boundary delimits the material entity@en
INFO	lowercase_definition	has 2D boundary	definition	a relation between a material entity and a 2D immaterial entity (the boundary), in which the boundary delimits the material entity@en
INFO	lowercase_definition	actively participates in	definition	x actively participates in y if and only if x participates in y and x realizes some active role
INFO	lowercase_definition	has active participant	definition	x has participant y if and only if x realizes some active role that inheres in y
INFO	lowercase_definition	starts	definition	inverse of starts with
INFO	lowercase_definition	ends	definition	inverse of ends with
INFO	lowercase_definition	member of	definition	is member of is a mereological relation between a item and a collection.
INFO	lowercase_definition	has member	definition	has member is a mereological relation between a collection and an item.
